name,price,rating,reviews,sold,category
Google Pixel 6A | 128GB Storage | 6GB RAM | Google Tensor | Android 12 | 12MP Dual Camera | 4410 mAh Battery | Official PTA Approved,55600.0,0.0,0,0,mobiles
Oppo A6C 4GB RAM 64GB ROM Front Camera 5MP Back Camera 13MP 7000 mAh Battery One Year Brand Warenty,36999.0,0.0,0,0,mobiles
vivo Y31d - 7200 mAh BlueVolt Battery - Snapdragon 6s Gen 2 4G - IP68 & 69 Dust and Waterproof - OriginOS 6.0 New System,57999.0,0.0,0,0,mobiles
"Vivo Y17 - 6.35 Inches IPS LCD Display - 8GB RAM - 256GB Storage - Official PTA Approved - Fingerprint Sensor - Helio P35 Processor - (Phone and Box Charger, No Accessories Included - Mix Color)",18999.0,4.0,51,155,mobiles
Vivo S1 - 6.38 Inches FHD+ Super AMOLED Display - Dual Sim Official Approved - 8GB RAM + 256GB ROM - Phone and Box Only - Skyline Blue,24999.0,4.0,6,26,mobiles
"Best - Imported Original Vivo Y71 Mobile | 100% INSPECTED | 6GB RAM | 128GB ROM(STORAGE) | 3360mAh Battery | Fresh Kit | Dual Sim PTA Approved | BEST FOR ADULT AND KIDS BOTH | Android 8 | Just Like New Condition | With Box, Charger, Cable & FREE Handsfree",10999.0,5.0,1,0,mobiles
"Redmi 15C || 6GB + 128GB || 6.9"" Dot Drop display 120Hz, IP64 || 6000mAh Battery 33W fast charging || MediaTek Helio G81-Ultra processor",42999.0,4.0,8,23,mobiles
Itel City 200 4GB RAM 128GB ROM Front Camera 8MP Back Camera 50MP 520018 mAh Battery One Year Brand Warenty,31500.0,0.0,0,0,mobiles
"Imported Original Vivo Y75 Mobile | 100% INSPECTED | 6GB RAM | 128GB ROM(STORAGE) | Fingerprint | 3360mAh Battery | Dual Sim PTA Approved | BEST FOR ADULT AND KIDS BOTH | Android 8.1 | Just Like New Condition | With Box, Charger, Cable & FREE Handsfree",11999.0,5.0,1,16,mobiles
Itel P40 - 4GB Ram - 128GB Rom - Official Warranty,25700.0,5.0,0,0,mobiles
"Imported Original Vivo Y83 Mobile | 100% INSPECTED | 6GB RAM | 128GB ROM(STORAGE) | 3360mAh Battery | Fresh Kit | Dual Sim PTA Approved | BEST FOR ADULT AND KIDS BOTH | Android 8 | Just Like New Condition | With Box, Charger, Cable & FREE Handsfree",14999.0,5.0,1,9,mobiles
Sego Smart 10 4GB RAM 64GB ROM 13MP Back Camera 5000 mAh Battery 1 Year SEGO PK Warranty,22999.0,5.0,1,0,mobiles
y21s DUAL Sim 128GB storage 5000 mh battery,42000.0,0.0,0,0,mobiles
"Vivo Y71 | 6GB Ram | 128GB STORAGE | Dual Sim + Memory Card | 3430 MAH Long Lasting Battery | Normal Games Support Like Subway Surfar, Candy Crush, Roblox & many More | PTA Approve | With Free Gift Box, Charger Sim Injector Tool | Vivo Y71 On Installment",9936.0,0.0,0,0,mobiles
Samsung Galaxy A17 - 8GB RAM 256GB ROM 6.7'' AMOLED Display 500mAh Battery PTA Approved 1 Year Official Brand Warranty,65500.0,5.0,3,10,mobiles
Dcode Cygnal Ultra || 8GB+8GGB Ram 128GB Rom 6000mAh Battery,36999.0,0.0,0,0,mobiles
Daraz Like New Phones - Oppo F15 || 8GB RAM || 256GB Storage Dual SIM Approved - FREE CHARGER AND COVER,21999.0,3.0,2,18,mobiles
Tecno Camon 50 Ultra 5G 12GB RAM 256GB ROM Front Camera 50 MP Back Camera 50 MP 6500 mAh Battery One Year Brand Warenty,131499.0,0.0,0,0,mobiles
HP Chromebook 11 G4 | 16GB Storage | 2GB RAM | 11.6″ Display | Factory Playstore | Black & Silver - Daraz Like New Laptops,7198.0,4.0,145,546,laptops
"Dell Chromebook 3180/3100 11.6 Inch HD , 4GB RAM, Windows 10, WiFi, New - 6 Months Warranty",9499.0,4.0,1343,47,laptops
Dell Core i3 7310  Chromebook Laptop | 4GB RAM  |  ROM 128GB - Backlit Keyboard - Windows 10 Installed - Core i3 5th Generation,30500.0,0.0,0,0,laptops
HP Chromebook 4GB RAM 16GB SSD Grey | Excellent Battery | Type-C Charger | Lightweight Laptop | Good Condition,17000.0,0.0,0,0,laptops
HP Chromebook 11 G8 | 32GB Storage | 4GB RAM | 11.6″ Display | Playstore Supported Chromebook | Grey - Daraz Like New Laptops,9498.0,4.0,418,15,laptops
Used Chromebook Laptop 11-3120 P22T 11.6 Inches Intel Celeron N2840 2.16GHz  4GB RAM 16GB SSD Chrome OS with Charger,15999.0,0.0,0,0,laptops
HP Chromebook 11 G8 | 32GB Storage | 4GB RAM | 11.6″ Display | Playstore Chromebook | 2029 Updated- Daraz Like New Laptops,9999.0,4.0,40,174,laptops
Lenovo Chromebook 300e - X360 2-in-1 - (FREE STYLUS PEN GIFT) - Touch Laptop and Tab - 4GB Ram - 32GB Storage - Touch x 360° Rotatable - Type C Charger - Auto Update 2027/2029,14800.0,4.0,525,21,laptops
"LENOVO CHROMEBOOK 100E - 4GB RAM DDR4 - 32GB SSD EMMC - 11.6"" SCREEN - PLAYSTORE SUPPORTED - AUE UPDATE 2027",9500.0,4.0,279,10,laptops
DELL ORIGINAL CHROMEBOOK | 128GB STORAGE | WINDOWS 11 INSTALLED | 4 TO 6 HOURS BATTERY | 11.6 INCHES FULL HD DISPLAY | WITH FREE LAPTOP BAG & CHARGER INCLUDED,16675.0,5.0,7,20,laptops
HP Chromebook 11 G4 | 16GB Storage | 2GB RAM | 11.6″ Display | Playstore Supported Chromebook | Black - Daraz Like New Laptops,7299.0,5.0,8,26,laptops
"HP EliteBook 840 G4 Ultra Book, Core i7 7th generation, 8GB DDR Ram, 256GB SSD Drive , 14.1"" Led Display, Intel HD Graphics - Daraz Like New Laptops",58999.0,0.0,0,0,laptops
"Daraz Like New - Dell Original Chromebook 4GB Ram 128GB Storage 11.6 Inches Full HD Display 4 to 6 Hours of Battery Timing Fast Charger Included Windows 10 Installed Most Demanded Laptop High Performance Reliable Affordable With Free Bag, Mouse & Charger",14570.0,4.0,8,18,laptops
"Samsung Chromebook 500C - Celeron processor - 2gb Ram - 16GB SSD - 11.6"" screen - Playstore supported",7700.0,4.0,121,377,laptops
Acer 5th Generation Laptop 4GB Ram 128GB SSD Windows 10,18500.0,4.0,139,453,laptops
Daraz Like New Samsung Original Most Demanded Chromebook 128GB Storage 4GB Fast Ram 4 to 6 Hours Battery Timing Windows 10 Installed With Free Bag & Charger 11.6 Inches Full Hd Display HDMI Supported Webcam & Mic Installed USA IMPORTED STOCK,16989.0,0.0,0,0,laptops
"Lenovo 300e Chromebook 11.6"" Touchscreen 2-in-1 Laptop | 4GB RAM | Student & Online Work",14000.0,0.0,0,0,laptops
Daraz Like New HP Original Chromebook 128GB Storage 4GB Ram Most Demanded Laptop 4 to 6 Hours Battery Timing Windows 10 Installed With Free Bag & Charger 11.6 Inches Full Hd Display HDMI Supported Webcam & Mic Installed USA IMPORTED STOCK,15970.0,5.0,3,5,laptops
Dell 7280 - Core i5 7th Generation - 8GB RAM - 256GB SSD - 12.5inch Screen - FREE LAPTOP BAG (Windows 11 Licensed) - Daraz like new laptops,45999.0,4.0,32,124,laptops
HP EliteBook 840 G7 Intel® Core™ i5 10310U 10th Generation 16GB RAM 512GB SSD 14” FHD Win 11 Dos Silver - Daraz Like New Laptops,89999.0,5.0,3,8,laptops
"HP Intel Core i7-8th Generation | 16GB Ram , 512GB M2 SSD Hard | 2K Display | 3Hours+ Battery Backup | Back-Lit Keyboard | Fingerprint Scanner | FREE LAPTOP BAG | Charger Included | One Month Warranty",98500.0,4.0,12,25,laptops
"Lenovo Chromebook 500e Chromebook Laptop Touchscreen – Affordable, Reliable & Portable Device,Best for Students, Office & Online Business,High Speed & Long Battery and Life Lightweight, Powerful & Perfect for Online Work",15000.0,5.0,6,17,laptops
"LENOVO CHROMEBOOK 100E | 4GB RAM DDR4 | 32GB SSD EMMC | 11.6"" SCREEN | PLAYSTORE SUPPORTED | AUE UPDATE 2027",9000.0,4.0,138,485,laptops
Daraz Like New Laptops  - Lenovo Chromebook 300E/500E X360 TOUCH SCREEN - 2027/2029 UPDATE -  Intel Celeron 4GB RAM 32GB Chrome OS,12798.0,4.0,241,986,laptops
HP ORIGINAL Chromebook 128GB Storage 4GB Ram Most Demanded 5th Generation Laptop Chromebook With Charger & free Laptop Bag Gift Windows 10 Pre Installed Best for Online Work 6+ Hours Battery Timing Slim Easy to Carry Wifi & Bluetooth Supported,16306.0,4.0,9,15,laptops
"Acer Chromebook | Windows 10 Professional | 4GB RAM | 128GB Storage | Latest Technology Laptop | Full HD 11.6"" Display | 6+ Hours Battery | INTEL Fast Processor | Slim Machine | Grey Color | FREE MOUSE & ORIGINAL CHARGER",17899.0,4.0,10,46,laptops
"Dell Latitude 5410 Ultra Book Core i7 10th generation, 16GB DDR4 Ram 256GB Solid State Drive SSD 14.1"" FHD Led Display Intel HD Graphics",82999.0,0.0,0,0,laptops
Chromebook Lenovo 300e - 2-in-1 with (FREE TOUCH PEN GIFT)  4GB Ram 32GB Storage,14499.0,4.0,29,126,laptops
"HP ProBook 640 G3 | 14"" FHD IPS Display | Core i5 7th Gen 2.5GHz | 8GB DDR4 RAM | 256GB SSD | Windows 11 | Intel HD 620 | Backlit Keyboard | 6 Month Warranty | Like New | KT Laptop House",45999.0,0.0,0,0,laptops
"HP Chromebook G8/G7/G6 touch and simple , playstore updated, condition brand new",8499.0,0.0,0,0,laptops
HP ELITEBOOK 840-G5 8TH GENERATION | INTEL CORE-I5 | 8250u PROCESSOR | 8GB RAM | 256GB SSD | FHD | 14.1’INCH DISPLAY | SILVER | WIN10 PRO | REGITERED (FREE LAPTOP BAG) - daraz like new laptops,74999.0,4.0,6,18,laptops
HP ORIGINAL CHROMEBOOK | 128GB STORAGE | WINDOWS 11 INSTALLED | 4 TO 6 HOURS BATTERY | 11.6 INCHES FULL HD DISPLAY | WITH FREE LAPTOP BAG & CHARGER INCLUDED | TOP SELLING | MOST DEMANDED | TRENDY | HIGH PERFORMANCE | RELIABLE | AFFORDABLE,16675.0,4.0,6,10,laptops
"Daraz Like New - Dell Original Chromebook 4GB Ram 128GB Storage 11.6"" Inches Full HD Display 4 to 6+ Hours of Battery Timing Fast Charger Included Windows 10 Installed Most Demanded Laptop High Performance Reliable Affordable With Free Bag & Charger",14570.0,5.0,3,8,laptops
HP ORIGINAL CHROMEBOOK | 128GB STORAGE | WINDOWS 11 INSTALLED | 4 TO 6 HOURS BATTERY | 11.6 INCHES FULL HD DISPLAY | WITH FREE LAPTOP BAG & CHARGER INCLUDED | TOP SELLING | MOST DEMANDED | TRENDY | HIGH PERFORMANCE | RELIABLE | AFFORDABLE,14999.0,5.0,3,10,laptops
"Dell Latitude 5490 Ultra Book, Core i5 8th generation, 8GB DDR Ram, 256GB Solid State Drive SSD, 14.1"" FHD Led Display, Intel HD Graphics (Windows 11 Licensed) - Daraz like new laptops",57999.0,3.5,23,60,laptops
"Dell Latitude 3379 2-in-1, i5 6th Gen, 8GB RAM, 128GB SSD, 13.3"" FHD touchscreen, backlit keyboard, excellent battery, original charger, 1 month warranty. Best for office, home, online work & multitasking. Use as laptop or tablet. Eid offer ends 4-3-2026",52000.0,0.0,0,0,laptops
"HP CHROMEBOOK 14 G5 | 4GB RAM DDR4 | 16GB SSD EMMC | 14"" SCREEN | PLAYSTORE | Update 2029",11999.0,5.0,1,8,laptops
Samsung | Chromebook 500C | 16GB Storage | 4GB RAM | ‎1.6 GHz Intel Celeron | Dual Core | 11.6 Inch Display | Playstore Supported | Chromebook - Daraz Like New Laptops,9998.0,4.0,64,180,laptops
DELL ORIGINAL CHROMEBOOK | 128GB STORAGE | WINDOWS 11 INSTALLED | 4 TO 6 HOURS BATTERY | 11.6 INCHES FULL HD DISPLAY | WITH FREE LAPTOP BAG & CHARGER INCLUDED,15400.0,5.0,4,8,laptops
Lenovo -Touch Chromebook- X360 2-in-1 with (FREE TOUCH PEN GIFT) - Touch Laptop and Tab - 4GB Ram 32GB Storage - Auto Update 2027/2029,14499.0,4.0,17,56,laptops
Portable Foldable Laptop Stand – Adjustable Aluminum Metal Stand with Anti-Slip Rubber Grips Ergonomic Folding Laptop Holder for MacBook Dell HP Lenovo Asus | Lightweight Durable Laptop Stand for All Sizes Adjustable Height for Comfortable View,859.0,4.0,1696,50,laptops
Metal Laptop Stand Portable Laptop Stand 7 Gear Slot Anti Slip Silicone Foldable Adjustable Laptop Stand Compatible with all sizes of Laptop Easy to Carry Smart Stand Strong Material High Quality Stand,799.0,5.0,1,16,laptops
"Lenovo ThinkPad T460 Core i5 6th Gen, 8GB, 256GB SSD, 14″ LED (Windows 11 Licensed) FREE LAPTOP BAG)",43999.0,4.0,44,129,laptops
"Dell Latitude 3380 | 13.3"" HD Display | Core i3 6th Gen 2.0GHz | 8GB DDR4 RAM | 128GB SSD | Windows 10 | Intel HD 520 | Lightweight Business Laptop | 6 Month Warranty | Like New | KT Laptop House",32999.0,0.0,0,0,laptops
"ASUS BR1100FK Flip 2-in-1 Touch Screen Laptop | 11.6"" 360° Convertible Display | 8GB RAM 128GB SSD | Stylus Support | Rugged Design for Students | Like New Imported Stock - K-Mall",37999.0,0.0,0,0,laptops
"HP ProBook x360 11 G5 EE 2-in-1 Touchscreen Laptop - 11.6"" HD Display - Intel Celeron N4120 - 8GB RAM - 128GB SSD - Windows 10 Pro - Renewed Like New",40999.0,0.0,0,0,laptops
Daraz Like New DELL Original Chromebook 128GB Storage 4GB Ram Most Demanded Laptop 4 to 6 Hours Battery Timing Windows 10 Installed With Free Bag & Charger 11.6 Inches Full Hd Display HDMI Supported Webcam & Mic Installed USA IMPORTED STOCK,16989.0,5.0,2,0,laptops
"USED - Lenovo ThinkPad L390 Core i5 8th Generation, 16GB, 512GB SSD, 14″ Screen IPS LED (Windows 11 Licensed) FREE LAPTOP BAG - Daraz like new laptops",57999.0,0.0,0,0,laptops
Lenovo ThinkPad X230 - Core i5 - 3rd Gen - 4 GB RAM - 250 GB - 12..5″ Windows 10 - (Free Laptop Bag) - Daraz like new laptops - USED LAPTOP,21999.0,5.0,4,17,laptops
"Dell Latitude 5410 Ultra Book Core i7 10th generation, 8GB DDR4 Ram 256GB Solid State Drive SSD 14.1"" FHD Led Display Intel HD Graphics - Daraz Like New Laptops",74999.0,0.0,0,0,laptops
Daraz Like New Laptops - Dell Latitude 7490 - Intel Core i7-8th Generation - 8gb DDR4 Ram 256gb SSD - 14.1 Inch Screen - FHD Display - Backlit Keyboard - Windows 11 Pro - FREE LAPTOP BAG,71999.0,4.0,4,13,laptops
"Gaming Laptop HP Victus 15-FB2082WM - 14th Gen - NVIDIA RTX 4050 6GB Graphics - Ryzen 5 8000 series - 8GB DDR4 - 512GB SSD - Backlit Keyboard - 15.6"" FHD IPS 144Hz - Daraz Like New Laptop",302500.0,5.0,2,0,laptops
Dell Latitude 7290 - Core i5 8th Generation - 8GB RAM - 256GB SSD - 12.5inch Screen - FREE LAPTOP BAG (Windows 11 Licensed) - Daraz like new laptops,51999.0,3.5,6,16,laptops
HP Chromebook 14 G5 | 32GB SSD Storage | 8GB RAM | 14 inch | HD Display | Dual Core | Factory Playstore | Update 2027 - Daraz Like New Laptops,29999.0,5.0,1,11,laptops
"Lenovo 100e Chromebook 2029 update 4gb ram 32gb SSD , 9th gen processor , windows/playstore both varient",8999.0,4.0,3,14,laptops
Used - Dell Latitude E5490 Core i5 8th Generation 8GB RAM 256GB SSD 14inch Screen  Free Laptop Bag (Windows 11 Licensed) - Daraz like new laptops,54999.0,0.0,0,0,laptops
DARAZ LIKE NEW LAPTOPS - HP ELITEBOOK 840 G3 - INTEL CORE I5-6TH GENERATION - 8GB RAM - 128GB SSD - 500GB HDD - FREE LAPTOP BAG,59499.0,0.0,0,0,laptops
"Dell Latitude 3190 Educational Laptop - Intel Pentium Quad Core - 8GB RAM - 128GB SSD - 11.6"" HD Display - Windows 10 - K.Mall Premium Quality",24999.0,4.0,58,133,laptops
HP EliteBook Folio 9480M 14in Intel Core i5-4310U 2.0GHz 4GB 500 GB HDD Windows 10 Pro (Registered Windows) - Daraz like new laptops,33499.0,5.0,3,7,laptops
"USED - Lenovo ThinkPad L390 Core i5 8th Gen, 8GB, 512GB SSD, 14″ Screen IPS LED (Windows 11 Licensed) FREE LAPTOP BAG - Daraz like new laptops",53999.0,0.0,0,0,laptops
"Daraz Like New Laptops - Lenovo ThinkPad T480 14""HD Display - Intel Core i5 (8th Gen) - 8 GB RAM - 256 GB SSD (Windows 11 Licensed) FREE LAPTOP BAG",51999.0,5.0,1,0,laptops
HP ELITEBOOK 840-G5 8TH GENERATION  INTEL CORE-I5  8250u PROCESSOR  8GB RAM  256GB SSD  FHD  14.1’INCH (WINDOWS 11 ACTIVATED) FREE LAPTOP BAG - Daraz like new laptops,64999.0,4.0,16,40,laptops
Dell Latitude 7280 - Core i5 7th Generation - 8GB RAM - 256GB SSD - 12.5inch Screen - FREE LAPTOP BAG (Windows 11 Licensed) - Daraz like new laptops,43999.0,3.5,9,14,laptops
Hp Probook 640G4 I5 8th Gen 16GB Ram 512GB SSD (Windows 11 Licensed) & Free Laptop Bag - daraz like new laptops,96999.0,0.0,0,0,laptops
Dell P22T Chromebook 3120 Intel Celeron 2GB RAM 16GB Windows 10  -  Daraz like new laptops,10499.0,5.0,4,10,laptops
"DELL Latitude 3189, Intel Pentium N4200 Quad-Core (1.1 GHz), 4 GB DDR3L Ram, 128 GB SSD, Intel HD Graphics 505, 11.6"" Touchscreen 1366 x 768 Convertible 2-in-1 Laptop Windows 11 Pro 64-Bit (Registered Windows) - Daraz like new laptops",29999.0,4.0,6,14,laptops
Acer  ChromeBook Spin R752 | Touch Screen Laptop | 32GB Storage | 4GB RAM | 360 Rotatable | 11.6″ HD Display | Playstore Supported | Long Battery Life,14500.0,0.0,0,0,laptops
Top Adjustable Wooden Gaming Laptop Table With For Bed 4 Level Adjustment Board Foldable Stand Ergonomic Portable Drawing Notebook Reading Food Breakfast Serving With Mouse Space Area,3499.0,5.0,6,12,laptops
"Dell 3189 Convertible Chromebook 11.6 inches HD IPS Touchscreen, Intel Celeron N3060 Up to 2.48GHz, 4GB Ram 16GB / 32GB SSD, HDMI, WiFi, Webcam, Chrome OS - FREE LAPTOP BAG - USED",13199.0,0.0,0,0,laptops
Dell Latitude 7280 - Core i5 7th Generation - 8GB RAM - 256GB SSD - 12.5inch Screen - FREE LAPTOP BAG (Windows 11 Licensed) - daraz like new laptops,42499.0,4.0,14,40,laptops
"Lenovo Thinkpad T480 Ultra Book, Core i5 8th generation, 8GB DDR4 Ram, 256GB SSD, 14"" Led Display, Intel HD Graphics Windows 11 Licensed (FREE LAPTOP BAG) - Daraz like new laptops",54999.0,0.0,0,0,laptops
Hp Elitebook 820 G3 - Core i5 6th Generation - 8GB DDR4 RAM - 256GB SSD - 12.5inch Screen - FREE LAPTOP BAG - Daraz Like New Laptops - USED,41999.0,0.0,0,0,laptops
Acer ChromeBook R11 | Touch Screen | 32GB Storage | 4GB RAM | 360 Rotatable | 11.6″ HD Display | Playstore Supported | - Daraz Like New Laptops,15999.0,4.0,14,71,laptops
"HP EliteBook 840 G3 Ultra Book, Core i5 6th generation, 8GB DDR Ram, 500GB Hard drive 14.1"" Led Display, Intel HD Graphics",49999.0,0.0,0,0,laptops
Acer C740/C720 | 2GB RAM 16GB Storage Windows 10 | 11.6″ Display | Play Store Supported | Android Apps Supported - Daraz Like New Laptops,18999.0,5.0,2,6,laptops
Lenovo Thinkpad T470 - Core i5 7th Generation - 8GB DDR4 - 256GB SSD - 14inch Screen - FREE LAPTOP BAG - Daraz like new laptops,48499.0,4.0,79,186,laptops
"LAPTOP Dell 3180 Chromebook 11.6 inches HD screen, 4GB Ram 16GB SSD, HDMI, WiFi, Webcam, Chrome OS - (FREE LAPTOP BAG) - Daraz Like New Laptops",19999.0,0.0,0,0,laptops
Aluminium Laptop Stand Adjustable 7 Levels Foldable Portable Notebook Holder Cooling Design for 11–17 Inch Laptops,1799.0,0.0,0,0,laptops
Acer 5th Generation Laptop | 4GB Ram | 128GB SSD | Windows 10,17749.0,4.0,74,264,laptops
USED - Lenovo Thinkpad T460 -14-Inch Laptop - Intel Core i5-6300U Dual-Core 2.4GHz - 8GB RAM - 256GB SSD - Windows 11 Licensed - (FREE LAPTOP BAG) - Daraz like new laptops,53999.0,0.0,0,0,laptops
HP Chromebook 11 - 8th Generation - 32GB Storage - 4GB Ram DDR4 - 12 Inches HD Display Built in Playstore - 6 Hours Battery Timing -Type C Support - Auto Update 2029 - Slimmest Chromebook,10949.0,4.0,8,28,laptops
Lenovo | ChromeBook 100E | 4GB RAM | 32GB Storage | 11.6″ Display | Webcam | Playstore Supported | 2027 Updateable | ChromeBook,10499.0,4.0,26,83,laptops
Lenovo Original Chromebook 128GB Storage 4GB Ram Most Demanded 5th Generation Laptop Chromebook With Charger & free Laptop Bag Gift Windows 10 Pre Installed Best for Online Work 6+ Hours Battery Timing Slim Easy to Carry Wifi & Bluetooth Supported,14899.0,5.0,5,23,laptops
HP G8 windows 10  - 8th Generation - 32GB Storage - 4GB Ram DDR4 - 12 Inches HD Display - 6 Hours Battery Timing -Type C Support - Auto Update 2029 - Slimmest,10949.0,4.0,19,61,laptops
Acer ChromeBook R11 | Touch Screen | 32GB Storage | 4GB RAM | 360 Rotatable | 11.6″ HD Display | Playstore Supported | - Daraz Like New Laptops,14698.0,4.0,181,660,laptops
Wooden Gaming Laptop Table For Bed Foldable Stand Ergonomic Portable Drawing Notebook Reading Food Breakfast Serving With Inbuild Tablet And Cup Holder Slots Couch Black,1599.0,4.5,1,7,laptops
HP Chromebook G8 - 8th Generation - 32GB Storage - 4GB Ram DDR4 - 12 Inches HD Display - Built in Playstore - 6 Hours Battery Timing - Type C Support - Auto Update 2029 - Slimmest Chromebook,11400.0,4.0,199,671,laptops
Acer 5th Generation Laptop 4GB Ram 128GB SSD Windows 10,18500.0,4.0,98,323,laptops
Laptop 5th Generation Acer with 128GB SSD and 4GB Ram,17749.0,5.0,17,51,laptops
"Samsung Chromebook 4 - Celeron processor - 4gb Ram - 16GB SSD - 11.6"" screen - Playstore - Update 2029",11500.0,4.0,67,241,laptops
"Lenovo N23 CHROMEBOOK - Celeron processor - 4gb Ram - 16GB SSD - 11.6"" screen",8200.0,4.0,40,106,laptops
(FREE TOUCH PEN GIFT) with - Lenovo Chromebook  x360 2-in-1 Lenovo Chromebook 300e -  4GB Ram 32GB Storage - Touch x 360° Rotatable Playstore Supported - Type C Charger - Auto Update 2027/2029,14499.0,4.0,34,132,laptops
Laptop 5th Generation | Acer 4GB Ram 128GB SSD | Windows 10,17749.0,4.0,29,117,laptops
Acer 5th Gen Laptop - 4 GB Ram - 128 GB SSD - Windows 10 Pro - Slimmest Laptop,18500.0,4.0,25,69,laptops
USA STOCK TOUCH SCREEN 360° Folding Lenovo 300e Chromebook 4GB Ram 32 GB Storage Update 2029/2027 FREE TOUCH STYLUS PEN,14999.0,4.0,275,831,laptops
HP - 1040x360 - core i7 - 10th Generation - 16gb RAM - 512SSD - Free Laptop Bag - Daraz Like New Laptops,115000.0,0.0,0,0,laptops
"Dell Chromebook 11 3180 Windows | 4GB RAM | 16GB SSD EMMC | 11.6"" SCREEN | Windows 10 Converted",10499.0,4.0,38,149,laptops
Daraz Like New Laptops - Lenovo Chromebook 300E X360 TOUCH SCREEN - 2027 UPDATE - Intel Celeron 4GB RAM 32GB Chrome OS (FREE LAPTOP BAG),13999.0,4.0,7,29,laptops
HP CHROMEBOOK LAPTOP TOUCH SCEEN G5 /4GB RAM/ 9 HOURS BATTERY BACKUP/ 4K DISPLY /ORIGINAL AMERICAN IMPORTED,13500.0,0.0,0,0,laptops
"Laptop Acer C740 4GB Ram | 128GB SSD | 12"" HD Display",17800.0,0.0,0,0,laptops
LENOVO ORIGINAL CHROMEBOOK | 128GB STORAGE | WINDOWS 11 INSTALLED | 4 TO 6 HOURS BATTERY | 11.6 INCHES FULL HD DISPLAY | WITH FREE LAPTOP BAG & CHARGER INCLUDED | TOP SELLING | MOST DEMANDED | TRENDY | HIGH PERFORMANCE | RELIABLE | AFFORDABLE,14999.0,5.0,3,6,laptops
Lenovo 500e Chromebook Laptop | Intel Celeron processor | 4GB RAM | 32GB SSD,16500.0,4.0,2,0,laptops
"Hp Chromebook 11 G6 EE | 4GB RAM DDR4 | 16GB SSD EMMC | Playstore supported | 11.6"" screen - Daraz Like New Laptops",10999.0,4.0,150,515,laptops
HP Chromebook 11 G4/G5 | Wwindows 10 - 16GB Storage | 4GB RAM | 11.6″ Display |  | Black - Daraz Like New Laptops,8999.0,3.5,3,15,laptops
Dell Chromebook 3120 | 16GB Storage | 2GB RAM | Dual-core 1.6GHz | 6th Generation | 11.6″ Screen | Playstore Supported |  Daraz Like New Laptops,11999.0,4.0,74,260,laptops
Lenovo Thinkpad – X230 – Core i5 3rd Gen – 4GB RAM – 250GB – 12.5″ FREE LAPTOP BAG - Daraz like new laptops,23999.0,4.0,132,276,laptops
Dell 5190 Chromebook touch and simple 4gb ram 32gb SSD playstore and windows,9404.0,5.0,2,0,laptops
Dell Chromebook 3100 | Touch Screen | 32GB Storage | 4GB RAM | Touch Screen | 11.6″ HD Display | Playstore Supported | - Daraz Like New Laptops,14499.0,4.0,57,254,laptops
"HP EliteBook 850 G3 Laptop | Intel Core i7 6th Gen | 8GB RAM 256GB SSD | 15.6"" Display | AMD 1GB + Intel HD Graphics | Backlit Keyboard",49999.0,0.0,0,0,laptops
"Samsung Chromebook 4 Chrome OS 11.6"" - HD Intel Celeron Processor N4000 - 4GB DDR4 RAM - 32GB eMMC - Gigabit Wi-Fi - Intel HD Graphics 600 - XE310XBA-K01US - Play Store - All Metal Body",13999.0,5.0,2,14,laptops
Acer | C740 | 16GB Storage | 2GB RAM | Windows 10 / 11.6″ Display | Play Store Supported | Android Apps Supported,20000.0,4.0,247,844,laptops
Acer  ChromeBook Spin R752 | Touch Screen Laptop | 32GB Storage | 4GB RAM | 360 Rotatable | 11.6″ HD Display | Windows 10 Installed,15900.0,5.0,2,0,laptops
LAPTOP Dell Chromebook 3180 - 4GB RAM - 16GB SSD (FREE LAPTOP BAG) - Daraz like new laptops - USED LAPTOP,8499.0,0.0,0,0,laptops
HP VICTUS 15 FB1013dx - GAMING LAPTOP - AMD Ryzen 5 7535HS Processor - 8GB RAM - 512GB SSD - 4GB NVIDIA GeForce RTX 2050 (144Hz Full HD IPS Display) - Free Laptop Bag - Daraz Like New Laptops,217690.0,0.0,0,0,laptops
"Dell Latitude 5430, Core i5 3rd generation, 8GB Ram, 500GB Hard Drive, 14"" Led Display, (Windows 10 Registered) FREE LAPTOP BAG - Daraz Like New Laptops",25999.0,3.5,184,419,laptops
HP Chromebook 11 G5 | 16GB Storage | 4GB RAM | 11.6″ Display | Factory Playstore | Black - Daraz Like New Laptops,11500.0,4.0,3,9,laptops
LENOVO ORIGINAL CHROMEBOOK | 64GB STORAGE | WINDOWS 11 INSTALLED | 4 TO 6 HOURS BATTERY | 11.6 INCHES FULL HD DISPLAY | WITH FREE LAPTOP BAG & CHARGER INCLUDED | TOP SELLING | MOST DEMANDED | TRENDY | HIGH PERFORMANCE | RELIABLE | AFFORDABLE,16675.0,5.0,3,0,laptops
Acer C720 ChromeBook Laptop - 4GB RAM / 128GB SSD Storage - Windows 10 Installed - Long Battery Life,18500.0,4.0,3,18,laptops
Dell Latitude E5440 - Core i5 4th Generation - 4GB RAM - 500GB HDD - 14inch Screen - FREE LAPTOP BAG Windows 10 (Registered Windows) - Daraz like new laptops,29999.0,5.0,3,7,laptops
